"wage","gender","age","ageclass","ageclass2","emptype","hours","macroarea","region","citizenship","education"
1150,"Female",44,"40-44","35-44","Female",40,"nord","Veneto","italian","high school"
1190,"Male",36,"35-39","35-44","Male",40,"center","Umbria","italian","middle school"
420,"Female",30,"30-34","25-34","Female",15,"south","Calabria","italian","middle school"
1300,"Female",30,"30-34","25-34","Female",42,"center","Marche","italian","college or more"
1200,"Male",26,"25-29","25-34","Male",40,"center","Marche","italian","middle school"
1900,"Male",48,"45-49","45-54","Male",40,"nord","Friuli Venezia Giulia","italian","high school"
1800,"Male",59,"55-59","55-64","Male",20,"center","Lazio","italian","college or more"
1200,"Male",47,"45-49","45-54","Male",40,"nord","Liguria","italian","middle school"
1800,"Male",50,"50-54","45-54","Male",36,"south","Puglia","italian","middle school"
600,"Male",62,"60-64","55-64","Male",25,"south","Sicilia","italian","professional high school"
1240,"Female",49,"45-49","45-54","Female",30,"nord","Piemonte","italian","middle school"
700,"Male",42,"40-44","35-44","Male",20,"south","Sicilia","italian","high school"
900,"Female",50,"50-54","45-54","Female",27,"nord","Trentino alto Adige","italian","middle school"
1590,"Female",47,"45-49","45-54","Female",50,"nord","Emilia Romagna","italian","college or more"
850,"Female",50,"50-54","45-54","Female",24,"center","Lazio","italian","high school"
1400,"Male",42,"40-44","35-44","Male",40,"nord","Trentino alto Adige","italian","high school"
900,"Female",43,"40-44","35-44","Female",30,"nord","Piemonte","italian","high school"
3000,"Female",54,"50-54","45-54","Female",38,"nord","Emilia Romagna","italian","college or more"
860,"Female",57,"55-59","55-64","Female",35,"center","Toscana","italian","high school"
700,"Female",53,"50-54","45-54","Female",20,"south","Calabria","italian","middle school"
1250,"Female",39,"35-39","35-44","Female",40,"center","Toscana","italian","high school"
1630,"Male",61,"60-64","55-64","Male",36,"nord","Lombardia","italian","high school"
2120,"Male",55,"55-59","55-64","Male",40,"center","Lazio","italian","high school"
1900,"Male",36,"35-39","35-44","Male",40,"nord","Friuli Venezia Giulia","ue","college or more"
500,"Male",57,"55-59","55-64","Male",60,"south","Sicilia","italian","middle school"
1270,"Male",41,"40-44","35-44","Male",40,"nord","Piemonte","italian","high school"
660,"Male",22,"20-24","15-24","Male",24,"center","Lazio","italian","high school"
1100,"Female",51,"50-54","45-54","Female",50,"nord","Piemonte","non-ue","middle school"
900,"Male",22,"20-24","15-24","Male",25,"nord","Trentino alto Adige","italian","high school"
1500,"Male",21,"20-24","15-24","Male",40,"nord","Veneto","italian","middle school"
1170,"Female",34,"30-34","25-34","Female",40,"center","Toscana","italian","college or more"
1100,"Male",44,"40-44","35-44","Male",40,"nord","Emilia Romagna","italian","professional high school"
670,"Male",21,"20-24","15-24","Male",32,"center","Toscana","italian","middle school"
1400,"Female",52,"50-54","45-54","Female",40,"nord","Liguria","italian","high school"
1200,"Female",60,"60-64","55-64","Female",44,"nord","Valle d'Aosta","italian","middle school"
1300,"Male",42,"40-44","35-44","Male",30,"center","Umbria","italian","high school"
1300,"Male",45,"45-49","45-54","Male",40,"nord","Piemonte","italian","middle school"
1000,"Female",48,"45-49","45-54","Female",30,"nord","Trentino alto Adige","italian","middle school"
1100,"Female",57,"55-59","55-64","Female",40,"center","Marche","italian","high school"
1400,"Female",50,"50-54","45-54","Female",39,"nord","Friuli Venezia Giulia","italian","professional high school"
1200,"Female",43,"40-44","35-44","Female",40,"nord","Lombardia","italian","middle school"
800,"Female",46,"45-49","45-54","Female",40,"south","Puglia","italian","college or more"
1810,"Male",50,"50-54","45-54","Male",40,"center","Toscana","ue","high school"
1600,"Male",55,"55-59","55-64","Male",38,"center","Umbria","italian","high school"
1190,"Male",32,"30-34","25-34","Male",40,"center","Toscana","italian","professional high school"
1200,"Male",58,"55-59","55-64","Male",40,"nord","Piemonte","italian","middle school"
1650,"Female",63,"60-64","55-64","Female",18,"south","Sicilia","italian","college or more"
1200,"Female",37,"35-39","35-44","Female",30,"nord","Piemonte","italian","high school"
1200,"Female",52,"50-54","45-54","Female",30,"nord","Emilia Romagna","italian","high school"
1660,"Male",53,"50-54","45-54","Male",40,"center","Toscana","italian","middle school"
3000,"Male",57,"55-59","55-64","Male",40,"nord","Emilia Romagna","italian","college or more"
1300,"Female",43,"40-44","35-44","Female",40,"nord","Valle d'Aosta","italian","middle school"
1400,"Male",56,"55-59","55-64","Male",34,"nord","Lombardia","italian","middle school"
1780,"Female",63,"60-64","55-64","Female",25,"nord","Piemonte","italian","college or more"
1710,"Female",55,"55-59","55-64","Female",37,"nord","Emilia Romagna","italian","high school"
630,"Female",52,"50-54","45-54","Female",20,"center","Toscana","italian","middle school"
2200,"Male",43,"40-44","35-44","Male",39,"nord","Emilia Romagna","italian","high school"
1500,"Female",60,"60-64","55-64","Female",24,"nord","Emilia Romagna","italian","high school"
1500,"Male",53,"50-54","45-54","Male",36,"nord","Emilia Romagna","italian","middle school"
1650,"Female",62,"60-64","55-64","Female",26,"nord","Veneto","italian","high school"
1000,"Male",40,"40-44","35-44","Male",32,"nord","Piemonte","non-ue","middle school"
3000,"Male",52,"50-54","45-54","Male",45,"nord","Lombardia","italian","college or more"
1750,"Female",31,"30-34","25-34","Female",40,"nord","Lombardia","non-ue","college or more"
1160,"Male",27,"25-29","25-34","Male",40,"center","Umbria","italian","high school"
660,"Male",42,"40-44","35-44","Male",30,"south","Basilicata","italian","college or more"
850,"Male",31,"30-34","25-34","Male",18,"center","Toscana","italian","college or more"
1000,"Female",42,"40-44","35-44","Female",40,"nord","Emilia Romagna","non-ue","high school"
1800,"Male",34,"30-34","25-34","Male",45,"nord","Liguria","italian","high school"
1560,"Male",48,"45-49","45-54","Male",36,"nord","Piemonte","italian","middle school"
910,"Female",41,"40-44","35-44","Female",30,"center","Marche","non-ue","elementary school"
1000,"Male",24,"20-24","15-24","Male",40,"center","Toscana","italian","high school"
2300,"Male",49,"45-49","45-54","Male",40,"nord","Piemonte","italian","middle school"
3000,"Male",45,"45-49","45-54","Male",48,"nord","Veneto","italian","college or more"
880,"Female",39,"35-39","35-44","Female",20,"south","Basilicata","italian","high school"
1100,"Male",55,"55-59","55-64","Male",40,"south","Calabria","italian","elementary school"
700,"Female",39,"35-39","35-44","Female",20,"nord","Friuli Venezia Giulia","italian","college or more"
800,"Male",24,"20-24","15-24","Male",24,"nord","Veneto","italian","high school"
1270,"Male",32,"30-34","25-34","Male",40,"center","Marche","italian","middle school"
500,"Female",26,"25-29","25-34","Female",20,"south","Sicilia","italian","high school"
800,"Female",52,"50-54","45-54","Female",23,"nord","Veneto","italian","high school"
710,"Male",40,"40-44","35-44","Male",30,"nord","Piemonte","italian","high school"
1100,"Male",42,"40-44","35-44","Male",40,"nord","Lombardia","non-ue","middle school"
1550,"Male",55,"55-59","55-64","Male",39,"nord","Lombardia","italian","middle school"
1400,"Female",58,"55-59","55-64","Female",30,"nord","Veneto","italian","professional high school"
1200,"Female",35,"35-39","35-44","Female",40,"nord","Lombardia","italian","middle school"
490,"Female",54,"50-54","45-54","Female",36,"nord","Piemonte","italian","middle school"
1740,"Male",53,"50-54","45-54","Male",38,"south","Puglia","italian","high school"
3000,"Female",55,"55-59","55-64","Female",38,"nord","Liguria","italian","college or more"
1100,"Male",42,"40-44","35-44","Male",40,"center","Umbria","italian","high school"
1800,"Male",48,"45-49","45-54","Male",34,"nord","Valle d'Aosta","italian","professional high school"
1900,"Female",34,"30-34","25-34","Female",40,"south","Sardegna","italian","college or more"
800,"Female",61,"60-64","55-64","Female",36,"nord","Piemonte","italian","middle school"
1300,"Male",35,"35-39","35-44","Male",40,"nord","Trentino alto Adige","italian","middle school"
1900,"Male",30,"30-34","25-34","Male",40,"nord","Trentino alto Adige","italian","elementary school"
840,"Male",49,"45-49","45-54","Male",18,"south","Sicilia","italian","middle school"
1800,"Male",37,"35-39","35-44","Male",40,"nord","Veneto","italian","high school"
1100,"Female",46,"45-49","45-54","Female",40,"center","Toscana","italian","middle school"
1400,"Female",35,"35-39","35-44","Female",24,"center","Toscana","italian","college or more"
1360,"Female",39,"35-39","35-44","Female",25,"nord","Emilia Romagna","italian","college or more"
700,"Male",21,"20-24","15-24","Male",24,"center","Toscana","italian","high school"
1870,"Male",33,"30-34","25-34","Male",36,"south","Sardegna","italian","middle school"
1100,"Female",44,"40-44","35-44","Female",36,"center","Marche","italian","college or more"
460,"Female",17,"15-19","15-24","Female",40,"nord","Friuli Venezia Giulia","italian","middle school"
1400,"Female",33,"30-34","25-34","Female",18,"south","Puglia","italian","college or more"
1400,"Female",49,"45-49","45-54","Female",30,"center","Marche","italian","college or more"
1650,"Male",28,"25-29","25-34","Male",40,"center","Toscana","italian","high school"
1200,"Female",44,"40-44","35-44","Female",40,"nord","Lombardia","non-ue","college or more"
1810,"Male",53,"50-54","45-54","Male",38,"center","Lazio","italian","high school"
1300,"Male",33,"30-34","25-34","Male",40,"nord","Veneto","italian","high school"
1200,"Male",45,"45-49","45-54","Male",40,"south","Sicilia","italian","middle school"
1800,"Male",22,"20-24","15-24","Male",40,"nord","Veneto","italian","high school"
1800,"Male",49,"45-49","45-54","Male",40,"nord","Veneto","italian","high school"
1360,"Male",56,"55-59","55-64","Male",40,"nord","Liguria","italian","middle school"
1500,"Male",55,"55-59","55-64","Male",40,"nord","Liguria","italian","elementary school"
1400,"Male",55,"55-59","55-64","Male",40,"nord","Veneto","italian","elementary school"
2340,"Male",45,"45-49","45-54","Male",37,"center","Umbria","italian","college or more"
1490,"Male",43,"40-44","35-44","Male",40,"south","Abruzzo","italian","college or more"
500,"Female",58,"55-59","55-64","Female",20,"south","Sardegna","italian","middle school"
1250,"Male",49,"45-49","45-54","Male",40,"center","Lazio","italian","middle school"
1990,"Male",58,"55-59","55-64","Male",40,"nord","Veneto","italian","middle school"
750,"Male",36,"35-39","35-44","Male",36,"center","Lazio","non-ue","elementary school"
2600,"Male",65,"65-69","65-74","Male",40,"nord","Veneto","italian","college or more"
1600,"Male",36,"35-39","35-44","Male",40,"south","Campania","italian","college or more"
1130,"Female",52,"50-54","45-54","Female",36,"nord","Emilia Romagna","italian","professional high school"
1440,"Male",49,"45-49","45-54","Male",40,"nord","Liguria","italian","high school"
2500,"Male",40,"40-44","35-44","Male",42,"nord","Trentino alto Adige","italian","college or more"
250,"Female",43,"40-44","35-44","Female",10,"nord","Trentino alto Adige","non-ue","elementary school"
1980,"Female",63,"60-64","55-64","Female",36,"south","Puglia","italian","college or more"
1500,"Male",54,"50-54","45-54","Male",36,"south","Sicilia","italian","high school"
1300,"Male",50,"50-54","45-54","Male",40,"nord","Valle d'Aosta","italian","middle school"
1310,"Female",42,"40-44","35-44","Female",27,"center","Toscana","italian","college or more"
1700,"Female",52,"50-54","45-54","Female",30,"center","Marche","italian","high school"
1100,"Female",30,"30-34","25-34","Female",18,"nord","Lombardia","italian","college or more"
2250,"Female",30,"30-34","25-34","Female",47,"nord","Friuli Venezia Giulia","non-ue","college or more"
980,"Male",33,"30-34","25-34","Male",30,"nord","Friuli Venezia Giulia","italian","high school"
630,"Female",37,"35-39","35-44","Female",19,"south","Sicilia","italian","professional high school"
1050,"Male",35,"35-39","35-44","Male",40,"nord","Emilia Romagna","italian","college or more"
990,"Female",49,"45-49","45-54","Female",54,"center","Toscana","non-ue","professional high school"
1500,"Female",48,"45-49","45-54","Female",18,"center","Toscana","italian","college or more"
890,"Female",26,"25-29","25-34","Female",20,"nord","Piemonte","italian","college or more"
750,"Female",37,"35-39","35-44","Female",15,"center","Lazio","italian","college or more"
1500,"Female",40,"40-44","35-44","Female",38,"nord","Trentino alto Adige","italian","professional high school"
3000,"Male",62,"60-64","55-64","Male",38,"center","Umbria","italian","college or more"
1960,"Male",43,"40-44","35-44","Male",36,"nord","Veneto","italian","high school"
620,"Female",52,"50-54","45-54","Female",20,"center","Marche","italian","middle school"
1320,"Female",27,"25-29","25-34","Female",40,"nord","Lombardia","italian","high school"
1900,"Male",46,"45-49","45-54","Male",40,"nord","Veneto","italian","high school"
2770,"Female",60,"60-64","55-64","Female",40,"center","Toscana","italian","high school"
1300,"Male",26,"25-29","25-34","Male",38,"nord","Veneto","italian","college or more"
1400,"Female",58,"55-59","55-64","Female",36,"south","Sicilia","italian","high school"
1200,"Male",45,"45-49","45-54","Male",40,"south","Sicilia","italian","middle school"
1400,"Male",29,"25-29","25-34","Male",40,"nord","Friuli Venezia Giulia","italian","high school"
280,"Female",20,"20-24","15-24","Female",25,"south","Sardegna","ue","middle school"
2100,"Female",38,"35-39","35-44","Female",40,"nord","Valle d'Aosta","italian","college or more"
1400,"Female",29,"25-29","25-34","Female",40,"nord","Piemonte","italian","college or more"
980,"Male",40,"40-44","35-44","Male",39,"center","Lazio","italian","high school"
650,"Female",24,"20-24","15-24","Female",29,"nord","Piemonte","italian","high school"
1000,"Male",30,"30-34","25-34","Male",40,"nord","Lombardia","italian","middle school"
1350,"Male",49,"45-49","45-54","Male",40,"nord","Friuli Venezia Giulia","italian","high school"
2100,"Female",40,"40-44","35-44","Female",40,"nord","Emilia Romagna","italian","college or more"
1300,"Male",26,"25-29","25-34","Male",40,"nord","Friuli Venezia Giulia","non-ue","high school"
250,"Female",56,"55-59","55-64","Female",16,"center","Marche","ue","middle school"
